iter	RMSE
264	0.1958214104
265	0.1950038177
266	0.1946834592
267	0.1944942592
268	0.1943048401
269	0.1936054094
270	0.1929472955
271	0.1926640334
272	0.1923521776
273	0.1921649635
274	0.1919863497
275	0.191096805
276	0.1909233945
277	0.1900149874
278	0.1890629014
279	0.1888958526
280	0.1886401258
281	0.1882971199
282	0.1880835847
283	0.187712606
284	0.1871113064
285	0.1867505479
286	0.1862650975
287	0.1860556183
288	0.1856348502
289	0.185459321
290	0.1851375125
291	0.184930998
292	0.1845342564
293	0.1843498423
294	0.1839655243
295	0.1830715132
296	0.1828537429
297	0.1826809652
298	0.1825371409
299	0.1823684867
300	0.1816335318
301	0.1814688873
302	0.1811758762
303	0.1808357962
304	0.1806473742
305	0.1804639182
306	0.1797291853
307	0.1795263423
308	0.178862184
309	0.1784207431
310	0.1782399735
311	0.1779740515
312	0.1778077995
313	0.1769469395
314	0.176848872
315	0.1764926382
316	0.1763526297
317	0.1760968829
318	0.1754522874
319	0.174628969
320	0.1744666967
321	0.1737536545
322	0.1736179909
323	0.1733969993
324	0.1732945473
325	0.1731779859
326	0.1727703553
327	0.172500478
328	0.1722473334
329	0.1720757615
330	0.1714287318
331	0.1708052437
332	0.1705175844
333	0.1703899474
334	0.169869435
335	0.1693802672
336	0.1691210839
337	0.1688827758
338	0.1686304765
339	0.1682949402
340	0.1680350274
341	0.167890757
342	0.1675621175
343	0.1674579598
344	0.1673136588
345	0.166852911
346	0.1663087614
347	0.1660717897
348	0.1659728931
349	0.1657592322
350	0.1656273289
351	0.1651158482
352	0.165011447
353	0.1643762668
354	0.164058048
355	0.163899802
356	0.1637432982
357	0.1633044298
358	0.1629919887
359	0.1626024739
360	0.1623322392
361	0.1622091218
362	0.1617717329
363	0.1612851387
364	0.1603967293
365	0.160192172
366	0.1598914183
367	0.1597818641
368	0.1595733882
369	0.159420132
370	0.1590602416
371	0.1587897598
372	0.1586616324
373	0.1584853041
374	0.1583297534
375	0.1580299523
376	0.1578905647
377	0.1577975838
378	0.1576608748
379	0.1576020321
380	0.15706623
381	0.1566562723
382	0.156562238
383	0.155805393
384	0.1554146833
385	0.1552763821
386	0.1550498452
387	0.1549147787
388	0.1541751571
389	0.1538283234
390	0.1532636384
391	0.1528958677
392	0.1522040802
393	0.151723638
394	0.1516115348
395	0.1513733583
396	0.1509005683
397	0.1505706124
398	0.1503003471
399	0.1497714968
400	0.1496450539
401	0.1493430359
402	0.1492610496
403	0.1491481884
404	0.1490105645
405	0.1486609884
406	0.1483481995
407	0.148230937
408	0.1481356768
409	0.1477805199
410	0.1475498057
411	0.147186433
412	0.1471203327
413	0.1468586633
414	0.1467746577
415	0.1465709011
416	0.1461934473
417	0.1459966924
418	0.1458101172
419	0.1457464441
420	0.1455632788
421	0.1454894552
422	0.1453792125
423	0.1452952687
424	0.1451607969
425	0.144932064
426	0.1443780298
427	0.1442808723
428	0.1441544635
429	0.1439959742
430	0.1438600559
431	0.1436678221
432	0.1435522073
433	0.1429100186
434	0.1427802008
435	0.1426466055
436	0.1421938921
437	0.1416328612
438	0.1413110437
439	0.1410809814
440	0.140762232
441	0.1406980473
442	0.1406311366
443	0.1401616447
444	0.1400792787
445	0.139890649
446	0.1397982115
447	0.1395242553
448	0.1394235563
449	0.1391997304
450	0.1390911896
451	0.1389693099
452	0.1388484645
453	0.1387890669
454	0.1387540875
455	0.1386166689
456	0.1384553532
457	0.1382561035
458	0.1380625564
459	0.1378673572
460	0.1377174316
461	0.1374998803
462	0.1373746903
463	0.1369518761
464	0.136638164
465	0.1366076777
466	0.1365016792
467	0.1360509046
468	0.1358430136
469	0.1357836274
470	0.1355684876
471	0.1355401572
472	0.1349659143
473	0.1348637754
474	0.1347355485
475	0.134521107
476	0.1344368448
477	0.1342122742
478	0.1338860537
479	0.1338245011
480	0.1335872932
481	0.133233742
482	0.1330876233
483	0.1329758323
484	0.1326322611
485	0.1325644738
486	0.1324915629
487	0.1322682323
488	0.1319833853
489	0.1319331709
490	0.1314634762
491	0.131371404
492	0.1312181283
493	0.1311659954
494	0.1309057291
495	0.1308077996
496	0.1306879675
497	0.1303905819
498	0.1302744152
499	0.1299268774
500	0.129732825
501	0.1294907455
502	0.1294138293
503	0.1291420068
504	0.1289811761
505	0.1287003937
506	0.1284133969
507	0.1281602558
508	0.1278463465
509	0.1276027925
510	0.1273904339
511	0.1273638023
512	0.127101698
513	0.1269308123
514	0.126696447
515	0.1261079315
516	0.1259141302
517	0.1257192175
518	0.1256918618
519	0.1253628291
520	0.1252610084
521	0.1250051757
522	0.1247777178
523	0.1246955512
524	0.124508539
525	0.1243658069
526	0.1239210081
527	0.123697929
528	0.1235219236
529	0.1233448488
530	0.1232766748
531	0.1230971636
532	0.1229287978
533	0.122695013
534	0.1226340092
535	0.1224442173
536	0.1223652495
537	0.1223328482
538	0.1223138566
539	0.1221807606
540	0.1221300337
541	0.1217826167
542	0.1217471932
543	0.1215958679
544	0.121109128
545	0.1210218209
546	0.1206051227
547	0.120307242
548	0.12015985
549	0.1199715277
550	0.119768787
551	0.1196106083
552	0.1194620969
553	0.1193970903
554	0.1192568229
555	0.119028602
556	0.1188581792
557	0.118695412
558	0.1184110847
559	0.1182862377
560	0.1182202066
561	0.1182020734
562	0.1180046022
563	0.1178874598
564	0.1177419425
565	0.1175351424
566	0.1174300706
567	0.1173950127
568	0.1171695928
569	0.1170250044
570	0.1169027436
571	0.1163742554
572	0.1163040654
573	0.1162183174
574	0.1161849663
575	0.1161083378
576	0.1156669869
577	0.1155056386
578	0.1153643099
579	0.1153294237
580	0.1151158525
581	0.1150397873
582	0.1149646049
583	0.1148270687
584	0.1146884731
585	0.1146708009
586	0.1143101757
587	0.114086477
588	0.1138064884
589	0.113720227
590	0.1135293613
591	0.1131594016
592	0.1128528306
593	0.1126193317
594	0.1124882468
595	0.1124192802
596	0.1123245378
597	0.11211342
598	0.1119748459
599	0.1115688191
600	0.1113703757
601	0.1113393784
602	0.111160441
603	0.1111276165
604	0.1110744078
605	0.1105882386
606	0.1104950813
607	0.1104550887
608	0.1102979015
609	0.1102711901
610	0.1102205433
611	0.1101807274
612	0.1101590696
613	0.1100486095
614	0.1098534891
615	0.1094205918
616	0.1093355807
617	0.1089894649
618	0.108929896
619	0.1088880118
620	0.108698124
621	0.1085662812
622	0.1084626079
623	0.1082858562
624	0.1079519905
625	0.1078252783
626	0.107718539
627	0.1076184761
628	0.1074806016
629	0.1070911349
630	0.1069482242
631	0.1065033904
632	0.1064125912
633	0.1063663968
634	0.1061794312
635	0.105986421
636	0.1059206807
637	0.1058149145
638	0.1054902135
639	0.1052661815
640	0.1052461162
641	0.1051441356
642	0.1050689684
643	0.1048875309
644	0.1046608785
645	0.1044957023
646	0.1044526968
647	0.1042775034
648	0.1040481654
649	0.1039349411
650	0.1039252478
651	0.1038124209
652	0.1037407594
653	0.1033248867
654	0.103265258
655	0.1030801308
656	0.1029383082
657	0.1027817924
658	0.1025825916
659	0.1023794013
660	0.1020421468
661	0.1019424277
662	0.1018445947
663	0.1016380714
664	0.1015854674
665	0.1014219358
666	0.1013036068
667	0.1012156667
668	0.1012039964
669	0.1011694857
670	0.1010008105
671	0.1008314131
672	0.1008159251
673	0.10072848
674	0.1005359615
675	0.1004428216
676	0.100423074
677	0.1000623071
678	0.1000310698
679	0.09993617865
680	0.09986546325
681	0.09984622244
682	0.09965327462
683	0.09949008867
684	0.09947532611
685	0.09925450149
686	0.09913281206
687	0.09903624705
688	0.09889699776
689	0.09878533785
690	0.09868242763
691	0.09858850049
692	0.09855651019
693	0.09854198762
694	0.09847568809
695	0.09840963512
696	0.09827177229
697	0.0981793155
698	0.09805691028
699	0.09802083723
700	0.09786742782
701	0.09757849321
702	0.09751833867
703	0.09746301274
704	0.09738127667
705	0.09730779823
706	0.0970813161
707	0.09695890414
708	0.09664231878
709	0.09655877542
710	0.09641092118
711	0.09628516047
712	0.09615083538
713	0.09597817825
714	0.09587393875
715	0.09583442824
716	0.09575733579
717	0.09573213057
718	0.09557074746
719	0.09545034586
720	0.09538317277
721	0.09535205658
722	0.09532199355
723	0.09528615951
724	0.09527849459
725	0.09526627821
726	0.09520211779
727	0.09513916749
728	0.09498124679
729	0.09485337397
730	0.09480605535
731	0.09448121663
732	0.09421715877
733	0.09415251567
734	0.09413085009
735	0.09408129359
736	0.09395582903
737	0.09376872946
738	0.09364172284
739	0.09360466953
740	0.0934725519
741	0.09334432176
742	0.09323701489
743	0.09316830761
744	0.09306482324
745	0.09301680976
746	0.09283235519
747	0.09273107473
748	0.09265270256
749	0.09263459485
750	0.09256377398
751	0.09255133146
752	0.09251070822
753	0.092405383
754	0.09236526473
755	0.09226695966
756	0.09212854211
757	0.09212087997
758	0.09206316497
759	0.09171174501
760	0.09168209323
761	0.09154743777
762	0.09142438127
763	0.09131433714
764	0.09126256639
765	0.09124254845
766	0.09112280543
767	0.09106183992
768	0.0908922797
769	0.0907847767
770	0.09051374328
771	0.09031082237
772	0.09024247484
773	0.09014925812
774	0.0900342947
775	0.08983232553
776	0.08979549784
777	0.08971637435
778	0.08953276988
779	0.08943000551
780	0.08940983593
781	0.08927056071
782	0.08919284632
783	0.08918159612
784	0.08913562483
785	0.08902077376
786	0.08890044328
787	0.08888198778
788	0.08881105798
789	0.0885540528
790	0.08851905705
791	0.08846470436
792	0.08843286634
793	0.08833268679
794	0.08832481581
795	0.08827062465
796	0.08820493469
797	0.08819734643
798	0.08804849483
799	0.08802789854
800	0.08801467368
801	0.08793196973
802	0.08789384338
803	0.08774643325
804	0.08772359528
805	0.08758577079
806	0.08749588545
807	0.08745369246
808	0.0873635406
809	0.08733659155
810	0.08725604015
811	0.08710420913
812	0.08708287257
813	0.0869115083
814	0.0868028198
815	0.08664437207
816	0.08653366151
817	0.08646830859
818	0.08642931526
819	0.08635144102
820	0.08627565158
821	0.08626539405
822	0.08625199701
823	0.08614199172
824	0.08602877551
825	0.08601127705
826	0.0859807276
827	0.0858889637
828	0.08587858673
829	0.0857268231
830	0.08543526244
831	0.08530499045
832	0.08525449525
833	0.08508749922
834	0.08504983181
835	0.08503125816
836	0.08490348987
837	0.08487221781
838	0.08485883239
839	0.08474964936
840	0.08472084238
841	0.08470572545
842	0.08442904026
843	0.08431438162
844	0.08419110032
845	0.08416395441
846	0.08404194512
847	0.08390054645
848	0.0838602458
849	0.08382068174
850	0.08378492469
851	0.08372509475
852	0.08370320363
853	0.08362694786
854	0.08358711738
855	0.08354886276
856	0.08351887298
857	0.08345751538
858	0.08333658394
859	0.08323899263
860	0.08321350097
861	0.08317927503
862	0.08314118046
863	0.0831202952
864	0.08306876256
865	0.08295529735
866	0.08292485819
867	0.08279663992
868	0.08274337032
869	0.08261491879
870	0.08255518803
871	0.08244677392
872	0.08240960403
873	0.08227020725
874	0.08224993719
875	0.08211529866
876	0.08208722318
877	0.08201156713
878	0.08189860525
879	0.08170061009
880	0.08167718598
881	0.08165238818
882	0.08160682193
883	0.08148675469
884	0.08126298531
885	0.08123425334
886	0.08120197467
887	0.08103193987
888	0.08098650302
889	0.08087696757
890	0.08069533997
891	0.080582959
892	0.08049608358
893	0.08042331206
894	0.0803699321
895	0.08027660639
896	0.08013015453
897	0.07983918979
898	0.07979566056
899	0.07970057615
900	0.07967285481
901	0.07962607695
902	0.0794930478
903	0.07929882614
904	0.079260691
905	0.07923478935
906	0.07922599268
907	0.07916696732
908	0.07913143365
909	0.07896195686
910	0.0788799667
911	0.07885246456
912	0.07882685236
913	0.07877863258
914	0.07876165866
915	0.07864353627
916	0.07854618971
917	0.07853083884
918	0.07850682304
919	0.07834807048
920	0.07828217944
921	0.07820831678
922	0.07809752037
923	0.07802396362
924	0.07799860241
925	0.07797810842
926	0.0779659011
927	0.07795380289
928	0.07779683747
929	0.07772544523
930	0.0776012498
931	0.07748770492
932	0.07741889903
933	0.07712260648
934	0.07698250738
935	0.07689542223
936	0.07678608806
937	0.0766084718
938	0.07657765685
939	0.07656872059
940	0.07643831745
941	0.07642574095
942	0.07635383172
943	0.07621057532
944	0.07612054011
945	0.07611289679
946	0.07609710296
947	0.07598184018
948	0.07595252118
949	0.07583157922
950	0.07581481172
951	0.07579721846
952	0.07570215499
953	0.07566300764
954	0.07556644102
955	0.07550289989
956	0.07549744315
957	0.07547771164
958	0.07544534895
959	0.07527435412
960	0.07516088173
961	0.07509957946
962	0.07503604795
963	0.07496451216
964	0.07495569205
965	0.07486414216
966	0.07483960379
967	0.07477846008
968	0.07468116041
969	0.07462859371
970	0.07461926637
971	0.07449604275
972	0.07445600246
973	0.07444306262
974	0.0743960346
975	0.07437048352
976	0.07427031037
977	0.07419798996
978	0.07414872546
979	0.07405809825
980	0.07396610575
981	0.07382028354
982	0.07363368317
983	0.0736119399
984	0.07356095895
985	0.07346423761
986	0.07343396367
987	0.07337961645
988	0.07336726749
989	0.07334109821
990	0.07322183755
991	0.07311054247
992	0.07303594812
993	0.07302747841
994	0.07294722138
995	0.0728783083
996	0.07285728874
997	0.07257327726
998	0.07237391948
999	0.07233661014
